drug,event,count,ror,ror_ci_lower,ror_ci_upper,prr,chi2,signal_flagged,rationale
RITUXIMAB,Strongyloidiasis,19,9.56,6.0,15.23,9.56,135.78,True,"RITUXIMAB was reported with 'Strongyloidiasis' in 19 cases. This combination occurs 9.56x more often than expected (95% CI: 6.0-15.23, entirely above 1, meaning the result is statistically significant). PRR=9.56 (≥2 threshold met), chi2=135.78 (≥4 threshold met)."
DUPIXENT,Skin ulcer,87,3.31,2.67,4.1,3.31,135.56,True,"DUPIXENT was reported with 'Skin ulcer' in 87 cases. This combination occurs 3.31x more often than expected (95% CI: 2.67-4.1, entirely above 1, meaning the result is statistically significant). PRR=3.31 (≥2 threshold met), chi2=135.56 (≥4 threshold met)."
METHOTREXATE,Sarcoid-like reaction,9,18.93,9.45,37.89,18.92,135.39,True,"METHOTREXATE was reported with 'Sarcoid-like reaction' in 9 cases. This combination occurs 18.93x more often than expected (95% CI: 9.45-37.89, entirely above 1, meaning the result is statistically significant). PRR=18.92 (≥2 threshold met), chi2=135.39 (≥4 threshold met)."
INFLIXIMAB,Tuberculosis,24,7.72,5.14,11.62,7.72,135.14,True,"INFLIXIMAB was reported with 'Tuberculosis' in 24 cases. This combination occurs 7.72x more often than expected (95% CI: 5.14-11.62, entirely above 1, meaning the result is statistically significant). PRR=7.72 (≥2 threshold met), chi2=135.14 (≥4 threshold met)."
DUPIXENT,Sensitive skin,52,4.49,3.4,5.94,4.49,135.05,True,"DUPIXENT was reported with 'Sensitive skin' in 52 cases. This combination occurs 4.49x more often than expected (95% CI: 3.4-5.94, entirely above 1, meaning the result is statistically significant). PRR=4.49 (≥2 threshold met), chi2=135.05 (≥4 threshold met)."
DUPIXENT,Drug effect less than expected,83,3.39,2.72,4.22,3.39,134.96,True,"DUPIXENT was reported with 'Drug effect less than expected' in 83 cases. This combination occurs 3.39x more often than expected (95% CI: 2.72-4.22, entirely above 1, meaning the result is statistically significant). PRR=3.39 (≥2 threshold met), chi2=134.96 (≥4 threshold met)."
METHOTREXATE,Lymphoproliferative disorder,14,12.27,7.11,21.16,12.27,133.73,True,"METHOTREXATE was reported with 'Lymphoproliferative disorder' in 14 cases. This combination occurs 12.27x more often than expected (95% CI: 7.11-21.16, entirely above 1, meaning the result is statistically significant). PRR=12.27 (≥2 threshold met), chi2=133.73 (≥4 threshold met)."
TYMLOS,Feeling cold,54,4.29,3.28,5.62,4.29,133.29,True,"TYMLOS was reported with 'Feeling cold' in 54 cases. This combination occurs 4.29x more often than expected (95% CI: 3.28-5.62, entirely above 1, meaning the result is statistically significant). PRR=4.29 (≥2 threshold met), chi2=133.29 (≥4 threshold met)."
ASPIRIN,Hypoparathyroidism secondary,8,20.35,9.79,42.31,20.35,131.88,True,"ASPIRIN was reported with 'Hypoparathyroidism secondary' in 8 cases. This combination occurs 20.35x more often than expected (95% CI: 9.79-42.31, entirely above 1, meaning the result is statistically significant). PRR=20.35 (≥2 threshold met), chi2=131.88 (≥4 threshold met)."
DUPIXENT,Skin warm,27,7.08,4.79,10.46,7.08,131.49,True,"DUPIXENT was reported with 'Skin warm' in 27 cases. This combination occurs 7.08x more often than expected (95% CI: 4.79-10.46, entirely above 1, meaning the result is statistically significant). PRR=7.08 (≥2 threshold met), chi2=131.49 (≥4 threshold met)."
DUPIXENT,Hordeolum,42,5.09,3.74,6.95,5.09,131.32,True,"DUPIXENT was reported with 'Hordeolum' in 42 cases. This combination occurs 5.09x more often than expected (95% CI: 3.74-6.95, entirely above 1, meaning the result is statistically significant). PRR=5.09 (≥2 threshold met), chi2=131.32 (≥4 threshold met)."
ACETAMINOPHEN,Hepatic cytolysis,79,3.42,2.74,4.28,3.42,131.14,True,"ACETAMINOPHEN was reported with 'Hepatic cytolysis' in 79 cases. This combination occurs 3.42x more often than expected (95% CI: 2.74-4.28, entirely above 1, meaning the result is statistically significant). PRR=3.42 (≥2 threshold met), chi2=131.14 (≥4 threshold met)."
TYMLOS,Tinnitus,93,3.1,2.53,3.81,3.1,130.06,True,"TYMLOS was reported with 'Tinnitus' in 93 cases. This combination occurs 3.1x more often than expected (95% CI: 2.53-3.81, entirely above 1, meaning the result is statistically significant). PRR=3.1 (≥2 threshold met), chi2=130.06 (≥4 threshold met)."
ASPIRIN,Angina pectoris,73,3.53,2.8,4.45,3.53,129.69,True,"ASPIRIN was reported with 'Angina pectoris' in 73 cases. This combination occurs 3.53x more often than expected (95% CI: 2.8-4.45, entirely above 1, meaning the result is statistically significant). PRR=3.53 (≥2 threshold met), chi2=129.69 (≥4 threshold met)."
DUPIXENT,Miliaria,18,9.78,6.02,15.87,9.78,129.02,True,"DUPIXENT was reported with 'Miliaria' in 18 cases. This combination occurs 9.78x more often than expected (95% CI: 6.02-15.87, entirely above 1, meaning the result is statistically significant). PRR=9.78 (≥2 threshold met), chi2=129.02 (≥4 threshold met)."
METHOTREXATE,Spinal cord injury cervical,15,11.15,6.6,18.85,11.15,128.85,True,"METHOTREXATE was reported with 'Spinal cord injury cervical' in 15 cases. This combination occurs 11.15x more often than expected (95% CI: 6.6-18.85, entirely above 1, meaning the result is statistically significant). PRR=11.15 (≥2 threshold met), chi2=128.85 (≥4 threshold met)."
DUPIXENT,Hand dermatitis,16,10.85,6.47,18.19,10.85,128.85,True,"DUPIXENT was reported with 'Hand dermatitis' in 16 cases. This combination occurs 10.85x more often than expected (95% CI: 6.47-18.19, entirely above 1, meaning the result is statistically significant). PRR=10.85 (≥2 threshold met), chi2=128.85 (≥4 threshold met)."
PREDNISONE,Staphylococcal scalded skin syndrome,6,30.48,12.1,76.79,30.48,128.3,True,"PREDNISONE was reported with 'Staphylococcal scalded skin syndrome' in 6 cases. This combination occurs 30.48x more often than expected (95% CI: 12.1-76.79, entirely above 1, meaning the result is statistically significant). PRR=30.48 (≥2 threshold met), chi2=128.3 (≥4 threshold met)."
ASPIRIN,Upper gastrointestinal haemorrhage,28,6.59,4.52,9.61,6.59,127.89,True,"ASPIRIN was reported with 'Upper gastrointestinal haemorrhage' in 28 cases. This combination occurs 6.59x more often than expected (95% CI: 4.52-9.61, entirely above 1, meaning the result is statistically significant). PRR=6.59 (≥2 threshold met), chi2=127.89 (≥4 threshold met)."
DUPIXENT,Unintentional use for unapproved indication,9,18.83,9.23,38.42,18.83,127.51,True,"DUPIXENT was reported with 'Unintentional use for unapproved indication' in 9 cases. This combination occurs 18.83x more often than expected (95% CI: 9.23-38.42, entirely above 1, meaning the result is statistically significant). PRR=18.83 (≥2 threshold met), chi2=127.51 (≥4 threshold met)."
PREDNISONE,Bacillary angiomatosis,5,38.1,13.42,108.15,38.1,127.5,True,"PREDNISONE was reported with 'Bacillary angiomatosis' in 5 cases. This combination occurs 38.1x more often than expected (95% CI: 13.42-108.15, entirely above 1, meaning the result is statistically significant). PRR=38.1 (≥2 threshold met), chi2=127.5 (≥4 threshold met)."
DUPIXENT,Drainage,8,21.26,9.9,45.65,21.26,126.99,True,"DUPIXENT was reported with 'Drainage' in 8 cases. This combination occurs 21.26x more often than expected (95% CI: 9.9-45.65, entirely above 1, meaning the result is statistically significant). PRR=21.26 (≥2 threshold met), chi2=126.99 (≥4 threshold met)."
METHOTREXATE,Stress ulcer,9,17.67,8.85,35.27,17.66,126.32,True,"METHOTREXATE was reported with 'Stress ulcer' in 9 cases. This combination occurs 17.67x more often than expected (95% CI: 8.85-35.27, entirely above 1, meaning the result is statistically significant). PRR=17.66 (≥2 threshold met), chi2=126.32 (≥4 threshold met)."
TYMLOS,Injection site swelling,81,3.27,2.63,4.08,3.27,125.55,True,"TYMLOS was reported with 'Injection site swelling' in 81 cases. This combination occurs 3.27x more often than expected (95% CI: 2.63-4.08, entirely above 1, meaning the result is statistically significant). PRR=3.27 (≥2 threshold met), chi2=125.55 (≥4 threshold met)."
DUPIXENT,Eye allergy,14,11.97,6.87,20.85,11.97,125.47,True,"DUPIXENT was reported with 'Eye allergy' in 14 cases. This combination occurs 11.97x more often than expected (95% CI: 6.87-20.85, entirely above 1, meaning the result is statistically significant). PRR=11.97 (≥2 threshold met), chi2=125.47 (≥4 threshold met)."
PREDNISONE,Mycobacterium haemophilum infection,11,15.24,8.05,28.86,15.24,125.45,True,"PREDNISONE was reported with 'Mycobacterium haemophilum infection' in 11 cases. This combination occurs 15.24x more often than expected (95% CI: 8.05-28.86, entirely above 1, meaning the result is statistically significant). PRR=15.24 (≥2 threshold met), chi2=125.45 (≥4 threshold met)."
PREDNISONE,Diffuse large B-cell lymphoma,45,4.7,3.49,6.35,4.7,124.77,True,"PREDNISONE was reported with 'Diffuse large B-cell lymphoma' in 45 cases. This combination occurs 4.7x more often than expected (95% CI: 3.49-6.35, entirely above 1, meaning the result is statistically significant). PRR=4.7 (≥2 threshold met), chi2=124.77 (≥4 threshold met)."
INFLIXIMAB,Histoplasmosis disseminated,10,15.39,8.08,29.29,15.38,124.74,True,"INFLIXIMAB was reported with 'Histoplasmosis disseminated' in 10 cases. This combination occurs 15.39x more often than expected (95% CI: 8.08-29.29, entirely above 1, meaning the result is statistically significant). PRR=15.38 (≥2 threshold met), chi2=124.74 (≥4 threshold met)."
PREDNISONE,Alternaria infection,15,11.24,6.58,19.22,11.24,124.64,True,"PREDNISONE was reported with 'Alternaria infection' in 15 cases. This combination occurs 11.24x more often than expected (95% CI: 6.58-19.22, entirely above 1, meaning the result is statistically significant). PRR=11.24 (≥2 threshold met), chi2=124.64 (≥4 threshold met)."
FOLIC ACID,Medical observation,10,15.54,8.12,29.73,15.54,124.07,True,"FOLIC ACID was reported with 'Medical observation' in 10 cases. This combination occurs 15.54x more often than expected (95% CI: 8.12-29.73, entirely above 1, meaning the result is statistically significant). PRR=15.54 (≥2 threshold met), chi2=124.07 (≥4 threshold met)."
ASPIRIN,Low birth weight baby,16,10.1,6.1,16.72,10.1,124.05,True,"ASPIRIN was reported with 'Low birth weight baby' in 16 cases. This combination occurs 10.1x more often than expected (95% CI: 6.1-16.72, entirely above 1, meaning the result is statistically significant). PRR=10.1 (≥2 threshold met), chi2=124.05 (≥4 threshold met)."
RITUXIMAB,Gestational trophoblastic tumour,5,32.96,12.37,87.82,32.96,123.94,True,"RITUXIMAB was reported with 'Gestational trophoblastic tumour' in 5 cases. This combination occurs 32.96x more often than expected (95% CI: 12.37-87.82, entirely above 1, meaning the result is statistically significant). PRR=32.96 (≥2 threshold met), chi2=123.94 (≥4 threshold met)."
RITUXIMAB,Urethritis,5,32.96,12.37,87.82,32.96,123.94,True,"RITUXIMAB was reported with 'Urethritis' in 5 cases. This combination occurs 32.96x more often than expected (95% CI: 12.37-87.82, entirely above 1, meaning the result is statistically significant). PRR=32.96 (≥2 threshold met), chi2=123.94 (≥4 threshold met)."
INFLIXIMAB,Pseudophakia,8,18.76,9.08,38.74,18.75,122.76,True,"INFLIXIMAB was reported with 'Pseudophakia' in 8 cases. This combination occurs 18.76x more often than expected (95% CI: 9.08-38.74, entirely above 1, meaning the result is statistically significant). PRR=18.75 (≥2 threshold met), chi2=122.76 (≥4 threshold met)."
ASPIRIN,Acute myocardial infarction,46,4.51,3.37,6.05,4.51,122.52,True,"ASPIRIN was reported with 'Acute myocardial infarction' in 46 cases. This combination occurs 4.51x more often than expected (95% CI: 3.37-6.05, entirely above 1, meaning the result is statistically significant). PRR=4.51 (≥2 threshold met), chi2=122.52 (≥4 threshold met)."
PREDNISONE,Muscle necrosis,13,12.65,7.08,22.59,12.65,122.48,True,"PREDNISONE was reported with 'Muscle necrosis' in 13 cases. This combination occurs 12.65x more often than expected (95% CI: 7.08-22.59, entirely above 1, meaning the result is statistically significant). PRR=12.65 (≥2 threshold met), chi2=122.48 (≥4 threshold met)."
ACETAMINOPHEN,Henoch-Schonlein purpura,19,8.88,5.56,14.19,8.88,122.44,True,"ACETAMINOPHEN was reported with 'Henoch-Schonlein purpura' in 19 cases. This combination occurs 8.88x more often than expected (95% CI: 5.56-14.19, entirely above 1, meaning the result is statistically significant). PRR=8.88 (≥2 threshold met), chi2=122.44 (≥4 threshold met)."
INFLIXIMAB,Infusion site extravasation,30,6.02,4.18,8.66,6.02,121.74,True,"INFLIXIMAB was reported with 'Infusion site extravasation' in 30 cases. This combination occurs 6.02x more often than expected (95% CI: 4.18-8.66, entirely above 1, meaning the result is statistically significant). PRR=6.02 (≥2 threshold met), chi2=121.74 (≥4 threshold met)."
TYMLOS,Pulse abnormal,16,9.87,5.97,16.3,9.87,121.49,True,"TYMLOS was reported with 'Pulse abnormal' in 16 cases. This combination occurs 9.87x more often than expected (95% CI: 5.97-16.3, entirely above 1, meaning the result is statistically significant). PRR=9.87 (≥2 threshold met), chi2=121.49 (≥4 threshold met)."
RITUXIMAB,Drug clearance decreased,10,15.51,8.05,29.87,15.51,121.44,True,"RITUXIMAB was reported with 'Drug clearance decreased' in 10 cases. This combination occurs 15.51x more often than expected (95% CI: 8.05-29.87, entirely above 1, meaning the result is statistically significant). PRR=15.51 (≥2 threshold met), chi2=121.44 (≥4 threshold met)."
TYMLOS,Groin pain,27,6.45,4.4,9.47,6.45,120.44,True,"TYMLOS was reported with 'Groin pain' in 27 cases. This combination occurs 6.45x more often than expected (95% CI: 4.4-9.47, entirely above 1, meaning the result is statistically significant). PRR=6.45 (≥2 threshold met), chi2=120.44 (≥4 threshold met)."
PREDNISONE,Cytomegalovirus infection,71,3.46,2.73,4.39,3.46,119.71,True,"PREDNISONE was reported with 'Cytomegalovirus infection' in 71 cases. This combination occurs 3.46x more often than expected (95% CI: 2.73-4.39, entirely above 1, meaning the result is statistically significant). PRR=3.46 (≥2 threshold met), chi2=119.71 (≥4 threshold met)."
ACETAMINOPHEN,Histamine level increased,6,27.08,11.02,66.5,27.08,119.5,True,"ACETAMINOPHEN was reported with 'Histamine level increased' in 6 cases. This combination occurs 27.08x more often than expected (95% CI: 11.02-66.5, entirely above 1, meaning the result is statistically significant). PRR=27.08 (≥2 threshold met), chi2=119.5 (≥4 threshold met)."
RITUXIMAB,Disseminated intravascular coagulation,36,5.26,3.77,7.34,5.26,119.49,True,"RITUXIMAB was reported with 'Disseminated intravascular coagulation' in 36 cases. This combination occurs 5.26x more often than expected (95% CI: 3.77-7.34, entirely above 1, meaning the result is statistically significant). PRR=5.26 (≥2 threshold met), chi2=119.49 (≥4 threshold met)."
DUPIXENT,Product administered at inappropriate site,47,4.42,3.3,5.91,4.41,118.78,True,"DUPIXENT was reported with 'Product administered at inappropriate site' in 47 cases. This combination occurs 4.42x more often than expected (95% CI: 3.3-5.91, entirely above 1, meaning the result is statistically significant). PRR=4.41 (≥2 threshold met), chi2=118.78 (≥4 threshold met)."
RITUXIMAB,Blood pressure systolic abnormal,42,4.71,3.46,6.41,4.71,118.59,True,"RITUXIMAB was reported with 'Blood pressure systolic abnormal' in 42 cases. This combination occurs 4.71x more often than expected (95% CI: 3.46-6.41, entirely above 1, meaning the result is statistically significant). PRR=4.71 (≥2 threshold met), chi2=118.59 (≥4 threshold met)."
